Speaker,start,end,time,ITL,ICL
T-Speech,0:07:51,0:07:57,0:00:06,Musical Expression,Giving Feedback
T-Speech,0:08:01,0:08:05,0:00:04,Other,Giving Subjective Information
T-Speech,0:08:07,0:08:17,0:00:10,Technique,Giving Feedback
T-Speech,0:08:21,0:08:26,0:00:05,Technique,Giving Feedback
T-Speech,0:08:28,0:08:33,0:00:05,Technique,Giving Feedback
T-Speech,0:08:35,0:08:40,0:00:05,Technique,Giving Feedback
T-Speech,0:08:50,0:09:01,0:00:11,Technique,Giving Practice
T-Speech,0:09:04,0:09:25,0:00:21,Technique,Giving Advice
T-Speech,0:09:26,0:09:36,0:00:10,Technique,Giving Advice
T-Speech,0:09:40,0:09:43,0:00:03,Technique,Giving Subjective Information
T-Speech,0:09:48,0:09:54,0:00:06,Technique,Giving Advice
T-Speech,0:09:54,0:10:01,0:00:07,Technique,Giving Subjective Information
T-Speech,0:10:04,0:10:12,0:00:08,Technique,Giving Advice
T-Speech,0:10:14,0:10:39,0:00:25,Technique,Giving Advice
T-Speech,0:10:43,0:10:52,0:00:09,Technique,Giving Subjective Information
T-Speech,0:10:55,0:10:58,0:00:03,Technique,Giving Subjective Information
T-Speech,0:11:05,0:11:10,0:00:05,Technique,Giving Advice
T-Speech,0:11:13,0:11:18,0:00:05,Technique,Giving Advice
T-Speech,0:11:27,0:11:35,0:00:08,Musical Expression,Giving Subjective Information
T-Speech,0:11:42,0:11:46,0:00:04,Musical Expression,Giving Subjective Information
T-Speech,0:11:48,0:12:37,0:00:49,Musical Expression,Giving Advice
T-Speech,0:12:44,0:12:47,0:00:03,Musical Expression,Asking Question
T-Speech,0:12:49,0:12:55,0:00:06,Musical Expression,Giving Feedback
T-Speech,0:13:09,0:13:11,0:00:02,Musical Expression,Giving Practice
T-Speech,0:13:25,0:13:27,0:00:02,Musical Expression,Asking Question
T-Speech,0:13:34,0:13:36,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:14:16,0:14:59,0:00:43,Musical Expression,Giving Advice
T-Speech,0:15:03,0:15:24,0:00:21,Musical Expression,Giving Objective Information
T-Speech,0:15:27,0:15:40,0:00:13,Musical Expression,Giving Practice
T-Speech,0:15:41,0:15:46,0:00:05,Musical Expression,Giving Feedback
T-Speech,0:15:53,0:15:55,0:00:02,Musical Expression,Giving Feedback
T-Speech,0:16:12,0:16:33,0:00:21,Musical Expression,Giving Feedback
T-Speech,0:16:36,0:16:38,0:00:02,Musical Expression,Giving Feedback
T-Speech,0:16:50,0:16:53,0:00:03,Musical Expression,Giving Subjective Information
T-Speech,0:17:33,0:17:35,0:00:02,Musical Expression,Giving Practice
T-Speech,0:17:56,0:17:58,0:00:02,Musical Expression,Giving Subjective Information
T-Speech,0:18:00,0:18:02,0:00:02,Musical Expression,Giving Practice
T-Speech,0:18:08,0:18:15,0:00:07,Musical Expression,Giving Feedback
T-Speech,0:18:24,0:18:30,0:00:06,Musical Expression,Giving Practice
T-Speech,0:18:34,0:18:37,0:00:03,Musical Expression,Giving Feedback
T-Speech,0:18:52,0:18:55,0:00:03,Technique,Giving Feedback
T-Speech,0:19:06,0:19:11,0:00:05,Technique,Giving Feedback
T-Speech,0:19:16,0:19:18,0:00:02,Technique,Giving Feedback
T-Speech,0:19:19,0:19:21,0:00:02,Technique,Giving Practice
T-Speech,0:19:22,0:19:26,0:00:04,Technique,Giving Practice
T-Speech,0:19:31,0:19:33,0:00:02,Musical Expression,Giving Practice
T-Speech,0:19:40,0:20:14,0:00:34,Technique,Giving Advice
T-Speech,0:20:17,0:20:18,0:00:01,Technique,Giving Subjective Information
T-Speech,0:20:23,0:20:30,0:00:07,Technique,Giving Feedback
T-Speech,0:20:31,0:20:34,0:00:03,Technique,Giving Subjective Information
T-Speech,0:20:37,0:20:55,0:00:18,Technique,Giving Feedback
T-Speech,0:20:59,0:21:04,0:00:05,Technique,Giving Practice
T-Speech,0:21:16,0:21:27,0:00:11,Technique,Giving Practice
T-Speech,0:21:36,0:21:43,0:00:07,Technique,Giving Feedback
T-Speech,0:21:45,0:21:48,0:00:03,Technique,Giving Feedback
T-Speech,0:22:02,0:22:05,0:00:03,Technique,Giving Practice
T-Speech,0:22:11,0:22:12,0:00:01,Technique,Giving Subjective Information
T-Speech,0:22:17,0:22:20,0:00:03,Technique,Giving Practice
T-Speech,0:22:35,0:22:38,0:00:03,Technique,Giving Practice
T-Speech,0:22:45,0:22:48,0:00:03,Technique,Giving Feedback
T-Speech,0:22:57,0:23:06,0:00:09,Technique,Giving Feedback
T-Speech,0:23:16,0:23:21,0:00:05,Technique,Giving Practice
T-Speech,0:23:46,0:23:50,0:00:04,Technique,Giving Practice
T-Speech,0:23:53,0:24:01,0:00:08,Technique,Giving Practice
T-Speech,0:24:09,0:24:11,0:00:02,Technique,Giving Feedback
T-Speech,0:24:13,0:24:15,0:00:02,Technique,Giving Feedback
T-Speech,0:24:16,0:24:19,0:00:03,Technique,Giving Feedback
T-Speech,0:24:28,0:24:38,0:00:10,Technique,Giving Feedback
T-Speech,0:24:42,0:24:45,0:00:03,Technique,Giving Feedback
T-Speech,0:24:55,0:25:10,0:00:15,Musical Expression,Giving Advice
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
