labels	start	stop
speech	847.02	848.34
noEnergy	848.34	852.08
music	852.08	854.6800000000001
noEnergy	854.6800000000001	855.52
music	855.52	876.78
noEnergy	876.78	877.28
speech	877.28	881.44
noEnergy	881.44	882.08
speech	882.08	882.82
noEnergy	882.82	883.98
speech	883.98	884.46
noEnergy	884.46	885.28
music	885.28	889.0600000000001
speech	889.0600000000001	890.7
music	890.7	894.4
noise	894.4	896.96
noEnergy	896.96	898.14
speech	898.14	901.54
noEnergy	901.54	901.98
noise	901.98	902.72
noEnergy	902.72	904.16
noise	904.16	904.7
noEnergy	904.7	905.1800000000001
noise	905.1800000000001	909.86
noEnergy	909.86	911.28
noise	911.28	912.1800000000001
noEnergy	912.1800000000001	912.9
speech	912.9	914.08
noEnergy	914.08	916.24
music	916.24	928.5
speech	928.5	932.1
noEnergy	932.1	932.74
speech	932.74	937.84
noEnergy	937.84	938.22
speech	938.22	956.28
music	956.28	957.84
speech	957.84	961.9
noEnergy	961.9	962.44
music	962.44	970.9200000000001
noEnergy	970.9200000000001	971.52
music	971.52	982.44
noEnergy	982.44	983.46
speech	983.46	987.5400000000001
noEnergy	987.5400000000001	988.44
music	988.44	1004.64
noEnergy	1004.64	1009.14
speech	1009.14	1009.4200000000001
noEnergy	1009.4200000000001	1012.22
speech	1012.22	1013.74
music	1013.74	1021.94
noEnergy	1021.94	1024.02
speech	1024.02	1025.18
noEnergy	1025.18	1025.74
speech	1025.74	1026.16
noEnergy	1026.16	1027.46
noise	1027.46	1027.72
noEnergy	1027.72	1028.8
speech	1028.8	1031.34
noEnergy	1031.34	1044.18
speech	1044.18	1045.24
noEnergy	1045.24	1046.6200000000001
speech	1046.6200000000001	1046.8600000000001
noEnergy	1046.8600000000001	1047.78
speech	1047.78	1048.38
noEnergy	1048.38	1049.38
music	1049.38	1053.54
noEnergy	1053.54	1054.28
music	1054.28	1071.82
noEnergy	1071.82	1072.76
music	1072.76	1078.9
speech	1078.9	1080.58
noEnergy	1080.58	1081.96
speech	1081.96	1083.08
noEnergy	1083.08	1084.34
music	1084.34	1102.64
noEnergy	1102.64	1113.04
speech	1113.04	1114.16
noEnergy	1114.16	1114.76
speech	1114.76	1115.56
noEnergy	1115.56	1116.3600000000001
speech	1116.3600000000001	1118.72
noEnergy	1118.72	1119.48
music	1119.48	1122.78
noEnergy	1122.78	1123.24
music	1123.24	1125.7
noEnergy	1125.7	1126.82
music	1126.82	1134.3
noEnergy	1134.3	1136.64
music	1136.64	1139.3600000000001
noEnergy	1139.3600000000001	1142.8
music	1142.8	1160.92
noEnergy	1160.92	1161.94
speech	1161.94	1162.22
noEnergy	1162.22	1171.6000000000001
music	1171.6000000000001	1172.92
noEnergy	1172.92	1173.92
noise	1173.92	1174.24
noEnergy	1174.24	1175.42
noise	1175.42	1176.5
music	1176.5	1193.44
noEnergy	1193.44	1194.08
noise	1194.08	1195.7
music	1195.7	1202.38
speech	1202.38	1204.32
noEnergy	1204.32	1205.1200000000001
speech	1205.1200000000001	1205.48
noEnergy	1205.48	1206.24
noise	1206.24	1208.14
noEnergy	1208.14	1209.66
music	1209.66	1249.7
noEnergy	1249.7	1250.1200000000001
speech	1250.1200000000001	1261.26
music	1261.26	1268.46
noEnergy	1268.46	1269.18
music	1269.18	1278.72
noEnergy	1278.72	1279.8
speech	1279.8	1281.56
noEnergy	1281.56	1281.98
speech	1281.98	1283.42
noise	1283.42	1286.16
music	1286.16	1291.24
speech	1291.24	1292.82
noEnergy	1292.82	1293.28
speech	1293.28	1293.72
noEnergy	1293.72	1294.64
music	1294.64	1300.92
noEnergy	1300.92	1301.8
music	1301.8	1304.8
noEnergy	1304.8	1306.98
music	1306.98	1320.04
speech	1320.04	1326.92
music	1326.92	1333.04
speech	1333.04	1335.3600000000001
music	1335.3600000000001	1338.9
speech	1338.9	1344.94
music	1344.94	1353.3600000000001
noEnergy	1353.3600000000001	1355.3
music	1355.3	1378.2
noise	1378.2	1380.04
noEnergy	1380.04	1381.6000000000001
music	1381.6000000000001	1387.48
noise	1387.48	1392.72
music	1392.72	1412.58
speech	1412.58	1416.34
noEnergy	1416.34	1417.46
speech	1417.46	1420.98
music	1420.98	1422.74
speech	1422.74	1425.82
music	1425.82	1452.8600000000001
speech	1452.8600000000001	1454.94
noEnergy	1454.94	1456.42
speech	1456.42	1456.96
noEnergy	1456.96	1459.0
music	1459.0	1464.42
noEnergy	1464.42	1465.66
music	1465.66	1467.9
noEnergy	1467.9	1469.4
music	1469.4	1474.06
speech	1474.06	1475.16
noEnergy	1475.16	1485.3
noise	1485.3	1485.58
noEnergy	1485.58	1486.58
speech	1486.58	1486.84
noEnergy	1486.84	1488.1000000000001
speech	1488.1000000000001	1490.24
music	1490.24	1493.8600000000001
speech	1493.8600000000001	1495.18
noEnergy	1495.18	1495.96
speech	1495.96	1496.24
noEnergy	1496.24	1496.72
speech	1496.72	1498.88
noEnergy	1498.88	1499.66
speech	1499.66	1504.3
noEnergy	1504.3	1504.8
speech	1504.8	1510.24
music	1510.24	1517.54
speech	1517.54	1521.2
music	1521.2	1534.3
speech	1534.3	1538.1000000000001
music	1538.1000000000001	1555.92
noEnergy	1555.92	1557.66
music	1557.66	1559.14
noEnergy	1559.14	1559.6200000000001
music	1559.6200000000001	1566.48
speech	1566.48	1570.3400000000001
noEnergy	1570.3400000000001	1570.88
speech	1570.88	1575.8600000000001
music	1575.8600000000001	1587.48
speech	1587.48	1589.78
noEnergy	1589.78	1591.64
music	1591.64	1599.18
noEnergy	1599.18	1599.64
noise	1599.64	1600.58
noEnergy	1600.58	1602.64
speech	1602.64	1604.9
noEnergy	1604.9	1605.42
speech	1605.42	1607.06
noise	1607.06	1609.24
music	1609.24	1617.08
speech	1617.08	1618.2
noEnergy	1618.2	1618.76
speech	1618.76	1621.8400000000001
noEnergy	1621.8400000000001	1622.6200000000001
music	1622.6200000000001	1623.04
noEnergy	1623.04	1625.1000000000001
speech	1625.1000000000001	1626.8400000000001
noEnergy	1626.8400000000001	1627.24
speech	1627.24	1629.6000000000001
noEnergy	1629.6000000000001	1630.04
music	1630.04	1635.32
speech	1635.32	1638.22
noEnergy	1638.22	1638.9
speech	1638.9	1641.28
noEnergy	1641.28	1642.56
speech	1642.56	1645.04
noEnergy	1645.04	1645.8
speech	1645.8	1646.78
noEnergy	1646.78	1648.38
noise	1648.38	1649.66
noEnergy	1649.66	1650.46
music	1650.46	1652.14
noEnergy	1652.14	1659.58
speech	1659.58	1661.8600000000001
noEnergy	1661.8600000000001	1662.3
speech	1662.3	1663.28
noEnergy	1663.28	1663.8
music	1663.8	1672.52
noEnergy	1672.52	1673.18
noise	1673.18	1674.32
noEnergy	1674.32	1674.88
music	1674.88	1681.7
noEnergy	1681.7	1682.26
speech	1682.26	1683.44
noise	1683.44	1685.14
speech	1685.14	1686.6200000000001
music	1686.6200000000001	1689.16
speech	1689.16	1695.78
noEnergy	1695.78	1696.98
music	1696.98	1702.8400000000001
noEnergy	1702.8400000000001	1703.24
music	1703.24	1710.4
noEnergy	1710.4	1713.3
speech	1713.3	1713.98
noEnergy	1713.98	1714.64
speech	1714.64	1715.8
noEnergy	1715.8	1716.6000000000001
speech	1716.6000000000001	1719.98
noEnergy	1719.98	1721.38
speech	1721.38	1725.42
noEnergy	1725.42	1726.1200000000001
speech	1726.1200000000001	1726.56
noEnergy	1726.56	1727.06
speech	1727.06	1730.1000000000001
noEnergy	1730.1000000000001	1730.96
speech	1730.96	1731.38
noEnergy	1731.38	1733.7
speech	1733.7	1736.22
noEnergy	1736.22	1736.72
speech	1736.72	1740.3600000000001
noEnergy	1740.3600000000001	1741.38
speech	1741.38	1743.8400000000001
noEnergy	1743.8400000000001	1744.7
speech	1744.7	1749.0
noEnergy	1749.0	1749.8
speech	1749.8	1750.96
noEnergy	1750.96	1752.54
speech	1752.54	1755.48
noEnergy	1755.48	1755.96
speech	1755.96	1759.94
noEnergy	1759.94	1760.54
speech	1760.54	1767.92
noEnergy	1767.92	1769.32
speech	1769.32	1771.76
noEnergy	1771.76	1773.26
speech	1773.26	1776.58
noEnergy	1776.58	1777.58
speech	1777.58	1782.3600000000001
noEnergy	1782.3600000000001	1782.96
speech	1782.96	1784.1000000000001
noEnergy	1784.1000000000001	1786.18
speech	1786.18	1788.88
noEnergy	1788.88	1792.3
speech	1792.3	1793.54
noEnergy	1793.54	1797.16
speech	1797.16	1798.74
noEnergy	1798.74	1799.24
speech	1799.24	1800.8600000000001
noEnergy	1800.8600000000001	1802.04
speech	1802.04	1803.18
noEnergy	1803.18	1804.28
speech	1804.28	1805.8400000000001
noEnergy	1805.8400000000001	1806.98
speech	1806.98	1807.78
noEnergy	1807.78	1808.92
speech	1808.92	1809.52
noEnergy	1809.52	1810.0
speech	1810.0	1811.3
noEnergy	1811.3	1812.1000000000001
speech	1812.1000000000001	1815.08
noEnergy	1815.08	1816.9
speech	1816.9	1821.88
