labels	start	stop
noEnergy	769.66	770.46
music	770.46	774.4
speech	774.4	777.1
music	777.1	800.54
noise	800.54	802.96
music	802.96	804.86
noEnergy	804.86	805.46
music	805.46	817.9
speech	817.9	819.82
noEnergy	819.82	820.32
music	820.32	826.66
noEnergy	826.66	827.4
speech	827.4	829.74
noEnergy	829.74	830.76
music	830.76	837.28
noEnergy	837.28	837.8000000000001
music	837.8000000000001	857.5
noEnergy	857.5	858.52
music	858.52	865.0
noEnergy	865.0	866.14
music	866.14	867.5
noEnergy	867.5	867.96
music	867.96	869.98
speech	869.98	876.5
noEnergy	876.5	876.94
music	876.94	888.54
speech	888.54	890.22
music	890.22	892.94
noEnergy	892.94	893.38
music	893.38	906.52
noEnergy	906.52	908.1800000000001
speech	908.1800000000001	911.74
noEnergy	911.74	912.54
speech	912.54	914.5600000000001
noise	914.5600000000001	915.98
noEnergy	915.98	916.38
speech	916.38	918.62
noEnergy	918.62	919.2
speech	919.2	923.08
music	923.08	971.14
speech	971.14	972.1
noEnergy	972.1	972.5600000000001
noise	972.5600000000001	973.1
noEnergy	973.1	976.54
music	976.54	983.44
speech	983.44	984.38
noEnergy	984.38	985.34
noise	985.34	985.96
noEnergy	985.96	986.4
music	986.4	998.62
noEnergy	998.62	999.62
music	999.62	1020.36
noEnergy	1020.36	1023.14
speech	1023.14	1034.82
music	1034.82	1056.02
speech	1056.02	1060.1
music	1060.1	1066.46
noEnergy	1066.46	1067.02
music	1067.02	1102.96
noEnergy	1102.96	1103.4
speech	1103.4	1105.58
music	1105.58	1110.7
speech	1110.7	1117.2
music	1117.2	1152.22
speech	1152.22	1159.92
music	1159.92	1166.48
noEnergy	1166.48	1167.14
speech	1167.14	1174.06
music	1174.06	1177.72
noEnergy	1177.72	1179.2
music	1179.2	1183.24
speech	1183.24	1185.4
noEnergy	1185.4	1186.98
speech	1186.98	1191.64
music	1191.64	1192.82
noEnergy	1192.82	1193.98
music	1193.98	1201.2
noEnergy	1201.2	1202.3
music	1202.3	1205.58
noEnergy	1205.58	1206.46
music	1206.46	1211.18
noEnergy	1211.18	1212.38
speech	1212.38	1216.28
noEnergy	1216.28	1222.72
speech	1222.72	1223.22
noEnergy	1223.22	1234.42
noise	1234.42	1234.88
noEnergy	1234.88	1239.68
speech	1239.68	1240.4
noEnergy	1240.4	1240.88
noise	1240.88	1241.28
noEnergy	1241.28	1241.98
speech	1241.98	1245.84
noEnergy	1245.84	1248.2
speech	1248.2	1251.1200000000001
music	1251.1200000000001	1252.82
speech	1252.82	1255.02
noEnergy	1255.02	1255.6200000000001
speech	1255.6200000000001	1257.52
music	1257.52	1258.76
noEnergy	1258.76	1259.32
music	1259.32	1263.4
speech	1263.4	1267.58
noEnergy	1267.58	1268.2
music	1268.2	1274.58
speech	1274.58	1276.94
noEnergy	1276.94	1277.4
speech	1277.4	1279.42
noise	1279.42	1280.52
music	1280.52	1285.52
noEnergy	1285.52	1286.08
speech	1286.08	1288.3600000000001
noEnergy	1288.3600000000001	1290.4
speech	1290.4	1296.52
noEnergy	1296.52	1297.24
speech	1297.24	1298.9
noEnergy	1298.9	1299.6000000000001
speech	1299.6000000000001	1300.26
noEnergy	1300.26	1300.88
music	1300.88	1301.72
noEnergy	1301.72	1302.34
music	1302.34	1304.34
noEnergy	1304.34	1304.98
music	1304.98	1322.02
noEnergy	1322.02	1325.26
speech	1325.26	1325.94
noEnergy	1325.94	1327.5
speech	1327.5	1329.02
noEnergy	1329.02	1329.44
speech	1329.44	1332.06
noEnergy	1332.06	1332.46
speech	1332.46	1333.94
noEnergy	1333.94	1334.34
speech	1334.34	1337.04
noEnergy	1337.04	1337.54
speech	1337.54	1339.72
noEnergy	1339.72	1340.3
speech	1340.3	1341.82
music	1341.82	1349.3600000000001
speech	1349.3600000000001	1350.3
noEnergy	1350.3	1351.38
speech	1351.38	1352.8
noEnergy	1352.8	1353.32
speech	1353.32	1355.66
music	1355.66	1359.52
noEnergy	1359.52	1360.66
speech	1360.66	1362.44
noEnergy	1362.44	1370.08
speech	1370.08	1376.02
noEnergy	1376.02	1378.16
speech	1378.16	1380.64
noEnergy	1380.64	1381.42
speech	1381.42	1383.8
noEnergy	1383.8	1384.94
speech	1384.94	1392.48
noEnergy	1392.48	1393.06
speech	1393.06	1395.52
noEnergy	1395.52	1396.1000000000001
speech	1396.1000000000001	1398.56
noEnergy	1398.56	1399.54
speech	1399.54	1408.82
noEnergy	1408.82	1409.34
speech	1409.34	1419.64
noEnergy	1419.64	1420.16
speech	1420.16	1425.28
noEnergy	1425.28	1429.22
speech	1429.22	1430.64
noEnergy	1430.64	1438.82
speech	1438.82	1441.98
noEnergy	1441.98	1442.5
speech	1442.5	1443.66
noEnergy	1443.66	1444.82
speech	1444.82	1447.6200000000001
noEnergy	1447.6200000000001	1448.0
speech	1448.0	1453.24
noEnergy	1453.24	1453.82
speech	1453.82	1456.66
noEnergy	1456.66	1457.16
music	1457.16	1458.3
noEnergy	1458.3	1459.28
speech	1459.28	1460.3600000000001
noEnergy	1460.3600000000001	1460.78
speech	1460.78	1466.74
noEnergy	1466.74	1467.52
speech	1467.52	1467.98
noEnergy	1467.98	1469.02
speech	1469.02	1473.64
noEnergy	1473.64	1474.3600000000001
speech	1474.3600000000001	1477.26
music	1477.26	1482.46
speech	1482.46	1487.44
noEnergy	1487.44	1488.08
speech	1488.08	1491.96
noEnergy	1491.96	1492.44
speech	1492.44	1495.74
noEnergy	1495.74	1496.7
speech	1496.7	1497.48
noEnergy	1497.48	1498.08
music	1498.08	1499.74
noEnergy	1499.74	1501.16
speech	1501.16	1503.94
noEnergy	1503.94	1504.78
speech	1504.78	1510.48
noEnergy	1510.48	1511.58
speech	1511.58	1516.8600000000001
noEnergy	1516.8600000000001	1517.44
speech	1517.44	1520.2
noEnergy	1520.2	1522.96
speech	1522.96	1524.18
noEnergy	1524.18	1525.88
speech	1525.88	1526.92
noEnergy	1526.92	1527.48
speech	1527.48	1530.72
noEnergy	1530.72	1531.8400000000001
noise	1531.8400000000001	1532.3600000000001
noEnergy	1532.3600000000001	1533.6000000000001
speech	1533.6000000000001	1538.1000000000001
noise	1538.1000000000001	1540.44
noEnergy	1540.44	1541.14
speech	1541.14	1550.28
noEnergy	1550.28	1551.98
speech	1551.98	1554.78
noEnergy	1554.78	1555.18
speech	1555.18	1562.14
noEnergy	1562.14	1562.8600000000001
speech	1562.8600000000001	1568.3
noEnergy	1568.3	1569.06
speech	1569.06	1575.98
noEnergy	1575.98	1576.54
speech	1576.54	1580.08
noEnergy	1580.08	1580.72
speech	1580.72	1582.78
noEnergy	1582.78	1584.1200000000001
speech	1584.1200000000001	1585.26
noEnergy	1585.26	1585.76
noise	1585.76	1586.18
noEnergy	1586.18	1590.54
speech	1590.54	1597.6000000000001
noEnergy	1597.6000000000001	1598.08
speech	1598.08	1600.44
noEnergy	1600.44	1601.78
speech	1601.78	1606.78
noEnergy	1606.78	1609.98
speech	1609.98	1611.4
noEnergy	1611.4	1612.1200000000001
speech	1612.1200000000001	1613.6000000000001
noEnergy	1613.6000000000001	1614.16
speech	1614.16	1622.0
