labels	start	stop
noEnergy	856.88	857.54
music	857.54	859.52
speech	859.52	861.24
music	861.24	863.52
speech	863.52	864.1800000000001
noEnergy	864.1800000000001	864.6
music	864.6	869.08
speech	869.08	872.2
noEnergy	872.2	872.96
speech	872.96	873.7
noEnergy	873.7	876.52
speech	876.52	880.0600000000001
music	880.0600000000001	882.94
speech	882.94	883.9200000000001
noEnergy	883.9200000000001	884.82
noise	884.82	885.34
noEnergy	885.34	886.9
speech	886.9	890.9
music	890.9	915.1800000000001
speech	915.1800000000001	924.0
noEnergy	924.0	925.3000000000001
music	925.3000000000001	929.38
speech	929.38	930.9
music	930.9	937.0
noEnergy	937.0	937.5600000000001
music	937.5600000000001	938.82
speech	938.82	941.76
music	941.76	947.36
noEnergy	947.36	948.52
music	948.52	949.08
noEnergy	949.08	949.76
noise	949.76	951.4200000000001
noEnergy	951.4200000000001	953.72
music	953.72	967.86
noEnergy	967.86	969.2
music	969.2	997.1800000000001
speech	997.1800000000001	999.38
noEnergy	999.38	1000.22
speech	1000.22	1011.02
noEnergy	1011.02	1013.08
noise	1013.08	1013.64
noEnergy	1013.64	1016.14
speech	1016.14	1019.5
music	1019.5	1043.8600000000001
speech	1043.8600000000001	1051.74
noEnergy	1051.74	1053.58
music	1053.58	1072.52
noise	1072.52	1073.96
noEnergy	1073.96	1074.92
speech	1074.92	1078.1200000000001
noEnergy	1078.1200000000001	1078.66
music	1078.66	1100.1000000000001
speech	1100.1000000000001	1102.1000000000001
noEnergy	1102.1000000000001	1102.8600000000001
speech	1102.8600000000001	1103.9
noEnergy	1103.9	1104.58
speech	1104.58	1106.72
noEnergy	1106.72	1107.84
music	1107.84	1113.38
speech	1113.38	1117.2
noEnergy	1117.2	1117.84
music	1117.84	1124.2
noEnergy	1124.2	1124.7
noise	1124.7	1125.14
noEnergy	1125.14	1127.3
music	1127.3	1129.72
speech	1129.72	1131.26
music	1131.26	1134.78
speech	1134.78	1136.84
music	1136.84	1148.32
noEnergy	1148.32	1150.06
speech	1150.06	1152.54
noEnergy	1152.54	1153.48
music	1153.48	1158.0
noise	1158.0	1159.5
noEnergy	1159.5	1161.3
music	1161.3	1178.94
speech	1178.94	1184.0
music	1184.0	1207.28
speech	1207.28	1212.6000000000001
noEnergy	1212.6000000000001	1215.24
speech	1215.24	1216.78
noEnergy	1216.78	1220.0
speech	1220.0	1221.8600000000001
noEnergy	1221.8600000000001	1222.32
speech	1222.32	1223.46
music	1223.46	1243.5
noEnergy	1243.5	1245.1000000000001
speech	1245.1000000000001	1246.56
noise	1246.56	1247.84
noEnergy	1247.84	1248.78
speech	1248.78	1249.82
noEnergy	1249.82	1250.82
speech	1250.82	1251.08
noEnergy	1251.08	1251.6000000000001
speech	1251.6000000000001	1253.56
noEnergy	1253.56	1254.14
speech	1254.14	1257.44
noEnergy	1257.44	1257.84
