labels	start	stop
noEnergy	838.4200000000001	838.94
speech	838.94	841.82
noEnergy	841.82	842.5600000000001
speech	842.5600000000001	845.9
music	845.9	847.66
noEnergy	847.66	848.12
music	848.12	849.22
speech	849.22	851.14
music	851.14	854.36
speech	854.36	857.3000000000001
noEnergy	857.3000000000001	858.2
speech	858.2	863.58
music	863.58	865.9200000000001
speech	865.9200000000001	869.66
noEnergy	869.66	870.14
speech	870.14	873.76
music	873.76	874.86
noEnergy	874.86	875.28
music	875.28	919.82
noEnergy	919.82	920.4
music	920.4	924.4
noEnergy	924.4	925.72
speech	925.72	926.9200000000001
noEnergy	926.9200000000001	927.64
music	927.64	931.1800000000001
noEnergy	931.1800000000001	931.86
noise	931.86	932.76
speech	932.76	936.5600000000001
noEnergy	936.5600000000001	936.98
noise	936.98	938.5
noEnergy	938.5	939.54
music	939.54	941.08
noEnergy	941.08	941.76
music	941.76	958.54
speech	958.54	965.94
music	965.94	969.02
noEnergy	969.02	969.76
music	969.76	970.5
noEnergy	970.5	971.44
noise	971.44	972.7
speech	972.7	974.48
music	974.48	975.28
noEnergy	975.28	976.28
speech	976.28	979.28
music	979.28	980.4
noEnergy	980.4	980.88
music	980.88	987.02
speech	987.02	991.0600000000001
noEnergy	991.0600000000001	991.5600000000001
music	991.5600000000001	994.16
noEnergy	994.16	994.7
speech	994.7	995.66
noEnergy	995.66	996.0600000000001
speech	996.0600000000001	1002.6800000000001
noEnergy	1002.6800000000001	1003.16
speech	1003.16	1006.16
music	1006.16	1022.6
speech	1022.6	1032.7
music	1032.7	1049.5
speech	1049.5	1052.9
noEnergy	1052.9	1053.52
noise	1053.52	1053.92
noEnergy	1053.92	1054.8600000000001
speech	1054.8600000000001	1057.74
music	1057.74	1064.7
noEnergy	1064.7	1066.26
speech	1066.26	1068.0
music	1068.0	1069.16
speech	1069.16	1071.44
noEnergy	1071.44	1072.1200000000001
speech	1072.1200000000001	1076.04
noEnergy	1076.04	1076.78
speech	1076.78	1079.14
noEnergy	1079.14	1079.58
speech	1079.58	1080.5
music	1080.5	1085.16
noEnergy	1085.16	1085.74
music	1085.74	1108.46
speech	1108.46	1110.84
noEnergy	1110.84	1111.28
speech	1111.28	1113.32
noEnergy	1113.32	1114.08
music	1114.08	1133.04
speech	1133.04	1137.38
music	1137.38	1144.46
speech	1144.46	1147.2
music	1147.2	1154.4
noEnergy	1154.4	1155.3600000000001
music	1155.3600000000001	1173.26
noEnergy	1173.26	1173.72
music	1173.72	1174.92
noise	1174.92	1176.3600000000001
noEnergy	1176.3600000000001	1178.08
music	1178.08	1192.54
speech	1192.54	1199.22
music	1199.22	1206.64
noEnergy	1206.64	1207.6200000000001
speech	1207.6200000000001	1214.32
noEnergy	1214.32	1215.0
speech	1215.0	1216.78
music	1216.78	1227.46
speech	1227.46	1234.56
noEnergy	1234.56	1235.1200000000001
speech	1235.1200000000001	1238.34
music	1238.34	1240.38
noEnergy	1240.38	1242.16
speech	1242.16	1244.3
noEnergy	1244.3	1244.74
music	1244.74	1264.64
noEnergy	1264.64	1265.44
speech	1265.44	1270.3600000000001
music	1270.3600000000001	1274.58
speech	1274.58	1280.82
noEnergy	1280.82	1281.98
speech	1281.98	1286.34
music	1286.34	1287.54
noEnergy	1287.54	1288.02
speech	1288.02	1289.34
music	1289.34	1292.96
speech	1292.96	1295.88
noEnergy	1295.88	1297.4
speech	1297.4	1299.04
noEnergy	1299.04	1303.3
music	1303.3	1311.42
noise	1311.42	1315.1000000000001
music	1315.1000000000001	1325.0
speech	1325.0	1327.56
noEnergy	1327.56	1328.32
speech	1328.32	1329.22
noEnergy	1329.22	1333.3
speech	1333.3	1334.0
noEnergy	1334.0	1339.34
music	1339.34	1352.02
noEnergy	1352.02	1352.82
music	1352.82	1368.68
speech	1368.68	1372.22
noEnergy	1372.22	1372.76
speech	1372.76	1375.42
noEnergy	1375.42	1379.88
speech	1379.88	1391.78
noEnergy	1391.78	1392.32
speech	1392.32	1395.14
noEnergy	1395.14	1396.02
speech	1396.02	1397.58
noEnergy	1397.58	1400.08
speech	1400.08	1400.68
noEnergy	1400.68	1402.74
speech	1402.74	1403.46
noEnergy	1403.46	1404.54
speech	1404.54	1404.82
noEnergy	1404.82	1405.56
noise	1405.56	1406.54
noEnergy	1406.54	1408.1200000000001
speech	1408.1200000000001	1410.94
noEnergy	1410.94	1413.08
noise	1413.08	1415.9
noEnergy	1415.9	1417.06
noise	1417.06	1420.6200000000001
speech	1420.6200000000001	1422.42
noEnergy	1422.42	1423.98
speech	1423.98	1426.92
noEnergy	1426.92	1428.38
speech	1428.38	1430.56
noEnergy	1430.56	1431.34
speech	1431.34	1433.3600000000001
noEnergy	1433.3600000000001	1433.9
speech	1433.9	1440.88
noEnergy	1440.88	1441.78
speech	1441.78	1442.84
noEnergy	1442.84	1443.52
speech	1443.52	1446.58
noEnergy	1446.58	1447.24
speech	1447.24	1454.42
noEnergy	1454.42	1454.84
speech	1454.84	1455.54
noEnergy	1455.54	1458.14
noise	1458.14	1459.04
music	1459.04	1463.56
speech	1463.56	1475.14
noEnergy	1475.14	1475.74
speech	1475.74	1480.48
noEnergy	1480.48	1481.22
speech	1481.22	1486.08
noEnergy	1486.08	1488.2
speech	1488.2	1501.56
noEnergy	1501.56	1502.46
speech	1502.46	1512.4
music	1512.4	1514.26
speech	1514.26	1524.1200000000001
noEnergy	1524.1200000000001	1524.92
speech	1524.92	1526.08
noEnergy	1526.08	1527.34
speech	1527.34	1532.7
noEnergy	1532.7	1533.6000000000001
speech	1533.6000000000001	1553.96
noEnergy	1553.96	1555.0
speech	1555.0	1556.8
noEnergy	1556.8	1557.2
music	1557.2	1562.32
speech	1562.32	1564.64
noEnergy	1564.64	1565.16
speech	1565.16	1566.66
noEnergy	1566.66	1568.6200000000001
speech	1568.6200000000001	1588.94
noEnergy	1588.94	1589.3600000000001
speech	1589.3600000000001	1592.3400000000001
noEnergy	1592.3400000000001	1592.9
speech	1592.9	1593.54
noEnergy	1593.54	1594.18
speech	1594.18	1596.94
noEnergy	1596.94	1598.32
speech	1598.32	1601.9
music	1601.9	1602.68
noEnergy	1602.68	1603.22
speech	1603.22	1605.74
noEnergy	1605.74	1606.28
speech	1606.28	1607.98
noEnergy	1607.98	1608.38
speech	1608.38	1610.94
noEnergy	1610.94	1611.5
speech	1611.5	1612.96
noEnergy	1612.96	1614.64
speech	1614.64	1615.66
noEnergy	1615.66	1617.46
speech	1617.46	1619.6000000000001
noEnergy	1619.6000000000001	1620.14
noise	1620.14	1620.54
noEnergy	1620.54	1621.82
speech	1621.82	1631.38
music	1631.38	1634.14
speech	1634.14	1636.8
noEnergy	1636.8	1637.98
speech	1637.98	1644.74
noEnergy	1644.74	1645.38
speech	1645.38	1646.1000000000001
noEnergy	1646.1000000000001	1646.48
speech	1646.48	1648.26
noEnergy	1648.26	1648.8
speech	1648.8	1650.8
noEnergy	1650.8	1651.64
speech	1651.64	1653.98
noEnergy	1653.98	1654.52
speech	1654.52	1656.04
noEnergy	1656.04	1657.1000000000001
speech	1657.1000000000001	1658.06
noEnergy	1658.06	1658.6000000000001
speech	1658.6000000000001	1673.82
music	1673.82	1675.06
noEnergy	1675.06	1675.8400000000001
speech	1675.8400000000001	1678.64
noEnergy	1678.64	1682.02
speech	1682.02	1683.08
noEnergy	1683.08	1683.88
speech	1683.88	1685.92
noEnergy	1685.92	1688.68
music	1688.68	1710.28
noEnergy	1710.28	1714.32
speech	1714.32	1714.64
noEnergy	1714.64	1715.8
speech	1715.8	1717.92
noEnergy	1717.92	1718.66
speech	1718.66	1724.3600000000001
noEnergy	1724.3600000000001	1725.22
speech	1725.22	1731.82
music	1731.82	1734.28
speech	1734.28	1737.08
noEnergy	1737.08	1737.74
speech	1737.74	1738.44
music	1738.44	1745.1000000000001
speech	1745.1000000000001	1746.76
noEnergy	1746.76	1747.3400000000001
noise	1747.3400000000001	1747.92
noEnergy	1747.92	1748.3400000000001
noise	1748.3400000000001	1748.8600000000001
noEnergy	1748.8600000000001	1749.44
speech	1749.44	1754.9
noEnergy	1754.9	1755.96
music	1755.96	1757.22
noEnergy	1757.22	1762.96
speech	1762.96	1763.72
noEnergy	1763.72	1765.56
music	1765.56	1765.8400000000001
noEnergy	1765.8400000000001	1767.44
music	1767.44	1768.44
noise	1768.44	1769.72
noEnergy	1769.72	1774.8400000000001
speech	1774.8400000000001	1777.3600000000001
noEnergy	1777.3600000000001	1778.46
speech	1778.46	1779.3600000000001
noEnergy	1779.3600000000001	1782.06
speech	1782.06	1785.96
noEnergy	1785.96	1786.52
speech	1786.52	1787.28
noEnergy	1787.28	1788.68
speech	1788.68	1790.8
noEnergy	1790.8	1791.46
speech	1791.46	1796.5
noise	1796.5	1798.28
noEnergy	1798.28	1799.2
music	1799.2	1800.44
speech	1800.44	1801.92
noEnergy	1801.92	1804.06
speech	1804.06	1804.3600000000001
noEnergy	1804.3600000000001	1805.38
music	1805.38	1822.0
