labels	start	stop
speech	0.0	1.6400000000000001
noise	1.6400000000000001	4.9
speech	4.9	11.120000000000001
noEnergy	11.120000000000001	12.06
speech	12.06	13.68
noise	13.68	15.58
noEnergy	15.58	16.78
speech	16.78	23.64
noEnergy	23.64	25.36
speech	25.36	25.76
noEnergy	25.76	27.38
speech	27.38	27.740000000000002
noEnergy	27.740000000000002	31.0
speech	31.0	31.52
music	31.52	32.36
noEnergy	32.36	35.32
music	35.32	96.52
noEnergy	96.52	97.9
speech	97.9	100.72
noEnergy	100.72	101.52
speech	101.52	121.32000000000001
noEnergy	121.32000000000001	123.42
speech	123.42	127.44
noEnergy	127.44	128.16
speech	128.16	131.46
music	131.46	138.22
noEnergy	138.22	139.08
noise	139.08	139.64000000000001
noEnergy	139.64000000000001	140.72
speech	140.72	146.22
music	146.22	182.36
noise	182.36	183.9
speech	183.9	190.4
music	190.4	194.56
speech	194.56	198.98000000000002
noEnergy	198.98000000000002	199.5
speech	199.5	201.72
music	201.72	205.68
speech	205.68	210.56
noEnergy	210.56	215.06
music	215.06	241.9
speech	241.9	243.20000000000002
noEnergy	243.20000000000002	243.58
music	243.58	269.74
speech	269.74	285.88
music	285.88	289.5
speech	289.5	290.74
noEnergy	290.74	291.7
speech	291.7	293.66
music	293.66	295.40000000000003
speech	295.40000000000003	301.74
music	301.74	311.3
noEnergy	311.3	311.7
speech	311.7	318.06
noEnergy	318.06	318.48
speech	318.48	320.90000000000003
music	320.90000000000003	340.76
speech	340.76	342.08
noEnergy	342.08	342.92
speech	342.92	344.56
noEnergy	344.56	345.14
speech	345.14	350.28000000000003
noEnergy	350.28000000000003	351.32
speech	351.32	352.7
music	352.7	371.86
noEnergy	371.86	372.38
music	372.38	389.12
speech	389.12	389.92
noEnergy	389.92	391.02
speech	391.02	392.52
music	392.52	396.3
speech	396.3	402.2
music	402.2	414.32
speech	414.32	415.36
noEnergy	415.36	417.8
speech	417.8	419.68
noEnergy	419.68	420.92
speech	420.92	422.8
noEnergy	422.8	424.46000000000004
speech	424.46000000000004	426.92
noEnergy	426.92	428.44
speech	428.44	429.32
music	429.32	445.2
noEnergy	445.2	446.24
speech	446.24	447.98
music	447.98	467.8
speech	467.8	468.94
noEnergy	468.94	469.46000000000004
speech	469.46000000000004	474.92
noEnergy	474.92	476.72
speech	476.72	482.48
noEnergy	482.48	482.88
noise	482.88	483.14
noEnergy	483.14	483.94
noise	483.94	484.36
noEnergy	484.36	484.88
music	484.88	494.7
speech	494.7	496.68
noEnergy	496.68	497.78000000000003
speech	497.78000000000003	502.92
music	502.92	505.08
speech	505.08	506.0
noEnergy	506.0	506.46000000000004
music	506.46000000000004	515.46
speech	515.46	523.6800000000001
noEnergy	523.6800000000001	524.1800000000001
speech	524.1800000000001	526.12
noEnergy	526.12	527.32
speech	527.32	527.98
noEnergy	527.98	528.66
speech	528.66	534.32
music	534.32	535.3
noEnergy	535.3	535.92
music	535.92	536.36
noEnergy	536.36	537.12
music	537.12	538.84
speech	538.84	543.22
noEnergy	543.22	544.74
speech	544.74	550.2
music	550.2	580.5600000000001
noise	580.5600000000001	582.5
music	582.5	592.86
speech	592.86	595.98
noEnergy	595.98	596.86
speech	596.86	597.7
music	597.7	603.44
speech	603.44	610.86
music	610.86	633.0600000000001
speech	633.0600000000001	634.74
music	634.74	645.04
noEnergy	645.04	646.02
music	646.02	647.98
noEnergy	647.98	649.32
noise	649.32	649.6
noEnergy	649.6	650.12
speech	650.12	652.28
noEnergy	652.28	655.28
speech	655.28	657.26
music	657.26	667.74
noEnergy	667.74	668.74
music	668.74	676.24
speech	676.24	681.5
noEnergy	681.5	682.2
speech	682.2	682.8000000000001
noEnergy	682.8000000000001	683.52
speech	683.52	686.1
noEnergy	686.1	686.84
speech	686.84	687.82
noise	687.82	689.28
speech	689.28	692.66
noEnergy	692.66	701.24
speech	701.24	702.24
music	702.24	707.6
noEnergy	707.6	708.26
speech	708.26	712.78
noEnergy	712.78	713.22
speech	713.22	715.5
noEnergy	715.5	715.96
music	715.96	717.16
speech	717.16	719.2
music	719.2	729.74
noEnergy	729.74	730.44
speech	730.44	731.74
noEnergy	731.74	732.58
speech	732.58	737.58
noise	737.58	739.12
music	739.12	751.24
speech	751.24	754.7
music	754.7	762.92
noEnergy	762.92	764.34
speech	764.34	767.9
music	767.9	770.82
noEnergy	770.82	772.14
music	772.14	773.0600000000001
speech	773.0600000000001	774.9200000000001
noEnergy	774.9200000000001	775.46
music	775.46	779.08
noEnergy	779.08	779.5
music	779.5	786.5
noEnergy	786.5	787.76
speech	787.76	794.14
noEnergy	794.14	794.84
speech	794.84	798.32
noise	798.32	799.6
music	799.6	804.9
speech	804.9	807.94
music	807.94	810.86
speech	810.86	813.0600000000001
music	813.0600000000001	819.08
noEnergy	819.08	819.64
music	819.64	823.52
noEnergy	823.52	824.9
music	824.9	826.0600000000001
noEnergy	826.0600000000001	826.78
speech	826.78	837.12
music	837.12	838.4200000000001
