labels	start	stop
music	518.54	520.26
noEnergy	520.26	521.1
music	521.1	524.34
speech	524.34	525.86
music	525.86	527.66
noEnergy	527.66	529.0600000000001
speech	529.0600000000001	532.32
music	532.32	536.9
noEnergy	536.9	537.36
speech	537.36	539.92
music	539.92	546.86
noEnergy	546.86	547.52
music	547.52	548.76
speech	548.76	550.78
noEnergy	550.78	551.22
speech	551.22	551.84
noEnergy	551.84	552.36
speech	552.36	557.42
music	557.42	559.98
noEnergy	559.98	561.98
speech	561.98	562.78
music	562.78	565.24
noEnergy	565.24	566.1800000000001
music	566.1800000000001	568.72
noEnergy	568.72	569.38
music	569.38	580.22
noEnergy	580.22	581.96
speech	581.96	582.42
noEnergy	582.42	583.82
speech	583.82	584.16
noEnergy	584.16	584.9
speech	584.9	585.28
noEnergy	585.28	585.92
speech	585.92	586.94
music	586.94	600.76
speech	600.76	603.72
music	603.72	605.98
noEnergy	605.98	606.42
music	606.42	615.82
speech	615.82	616.76
noEnergy	616.76	621.5600000000001
speech	621.5600000000001	622.02
noEnergy	622.02	623.48
music	623.48	627.2
speech	627.2	628.82
noEnergy	628.82	629.6800000000001
speech	629.6800000000001	632.86
noEnergy	632.86	634.98
speech	634.98	638.82
noEnergy	638.82	639.6
speech	639.6	640.22
noEnergy	640.22	642.1800000000001
music	642.1800000000001	653.1800000000001
noEnergy	653.1800000000001	653.78
music	653.78	654.38
noEnergy	654.38	655.5
music	655.5	662.16
noEnergy	662.16	662.78
music	662.78	675.4
noEnergy	675.4	676.22
music	676.22	679.64
noEnergy	679.64	681.26
music	681.26	685.4
noEnergy	685.4	686.04
music	686.04	717.08
speech	717.08	720.0
music	720.0	729.9
noEnergy	729.9	731.12
music	731.12	738.2
noEnergy	738.2	739.08
speech	739.08	740.94
noEnergy	740.94	742.12
music	742.12	748.62
speech	748.62	751.9
noEnergy	751.9	753.12
speech	753.12	754.62
noEnergy	754.62	755.84
speech	755.84	758.04
noise	758.04	759.2
noEnergy	759.2	760.82
speech	760.82	762.42
noEnergy	762.42	762.88
music	762.88	769.5600000000001
noEnergy	769.5600000000001	770.28
music	770.28	786.72
noEnergy	786.72	787.72
music	787.72	788.36
noEnergy	788.36	789.62
music	789.62	799.58
speech	799.58	801.1800000000001
noEnergy	801.1800000000001	802.08
speech	802.08	802.96
music	802.96	813.24
noEnergy	813.24	813.78
music	813.78	827.12
noEnergy	827.12	829.58
speech	829.58	830.64
noEnergy	830.64	832.46
music	832.46	835.46
noEnergy	835.46	836.1
speech	836.1	837.22
music	837.22	841.02
speech	841.02	846.08
noEnergy	846.08	847.5600000000001
music	847.5600000000001	856.88
noEnergy	856.88	861.3000000000001
speech	861.3000000000001	865.96
noEnergy	865.96	866.34
speech	866.34	866.94
noEnergy	866.94	867.96
music	867.96	872.04
noEnergy	872.04	872.76
music	872.76	883.5
noEnergy	883.5	883.9200000000001
music	883.9200000000001	887.24
speech	887.24	893.1
noEnergy	893.1	893.84
speech	893.84	897.52
noEnergy	897.52	898.54
music	898.54	902.0600000000001
speech	902.0600000000001	907.26
noEnergy	907.26	908.96
speech	908.96	912.86
noEnergy	912.86	913.78
speech	913.78	914.1800000000001
noEnergy	914.1800000000001	914.78
noise	914.78	915.32
noEnergy	915.32	916.5
music	916.5	943.5
noEnergy	943.5	944.02
music	944.02	949.9
noEnergy	949.9	950.4
music	950.4	951.98
noEnergy	951.98	952.6800000000001
music	952.6800000000001	971.12
speech	971.12	977.9
noEnergy	977.9	980.52
noise	980.52	980.84
noEnergy	980.84	983.58
speech	983.58	986.5400000000001
noEnergy	986.5400000000001	987.26
speech	987.26	990.46
noEnergy	990.46	992.44
music	992.44	997.0600000000001
speech	997.0600000000001	1000.08
noEnergy	1000.08	1000.48
speech	1000.48	1002.1
noEnergy	1002.1	1002.6800000000001
music	1002.6800000000001	1005.58
noEnergy	1005.58	1005.98
music	1005.98	1025.02
noEnergy	1025.02	1025.58
music	1025.58	1029.34
noEnergy	1029.34	1029.78
speech	1029.78	1030.48
music	1030.48	1042.44
speech	1042.44	1046.08
music	1046.08	1048.56
noEnergy	1048.56	1049.92
speech	1049.92	1055.68
music	1055.68	1075.08
speech	1075.08	1079.22
noEnergy	1079.22	1080.6200000000001
music	1080.6200000000001	1085.46
speech	1085.46	1088.46
noEnergy	1088.46	1089.24
speech	1089.24	1090.58
noEnergy	1090.58	1091.16
speech	1091.16	1094.84
music	1094.84	1099.76
noEnergy	1099.76	1100.2
speech	1100.2	1102.16
noEnergy	1102.16	1104.02
music	1104.02	1107.46
speech	1107.46	1109.32
noEnergy	1109.32	1110.26
music	1110.26	1111.8
noEnergy	1111.8	1112.66
music	1112.66	1119.2
noEnergy	1119.2	1120.74
speech	1120.74	1122.38
music	1122.38	1128.52
noEnergy	1128.52	1129.08
music	1129.08	1130.1000000000001
noEnergy	1130.1000000000001	1130.8
music	1130.8	1150.66
noEnergy	1150.66	1151.16
speech	1151.16	1156.42
music	1156.42	1157.6200000000001
noEnergy	1157.6200000000001	1158.02
speech	1158.02	1158.4
noEnergy	1158.4	1159.68
speech	1159.68	1162.46
music	1162.46	1183.66
speech	1183.66	1185.08
noEnergy	1185.08	1186.6000000000001
speech	1186.6000000000001	1187.48
noEnergy	1187.48	1188.0
music	1188.0	1198.58
noEnergy	1198.58	1199.64
speech	1199.64	1200.34
noEnergy	1200.34	1201.44
noise	1201.44	1202.6200000000001
noEnergy	1202.6200000000001	1203.4
speech	1203.4	1205.72
noEnergy	1205.72	1210.34
speech	1210.34	1211.98
noEnergy	1211.98	1212.48
music	1212.48	1220.74
noEnergy	1220.74	1222.1000000000001
music	1222.1000000000001	1224.22
speech	1224.22	1225.3
music	1225.3	1227.68
noEnergy	1227.68	1228.22
music	1228.22	1243.94
speech	1243.94	1250.7
noEnergy	1250.7	1252.88
music	1252.88	1255.5
speech	1255.5	1257.64
noEnergy	1257.64	1258.7
speech	1258.7	1262.38
music	1262.38	1272.84
noEnergy	1272.84	1273.28
speech	1273.28	1274.1200000000001
music	1274.1200000000001	1282.58
noEnergy	1282.58	1283.16
speech	1283.16	1283.46
noEnergy	1283.46	1284.42
speech	1284.42	1296.7
music	1296.7	1299.4
noEnergy	1299.4	1299.8
music	1299.8	1302.48
noEnergy	1302.48	1303.0
music	1303.0	1304.28
speech	1304.28	1306.08
music	1306.08	1348.42
noEnergy	1348.42	1349.34
speech	1349.34	1350.58
noEnergy	1350.58	1351.24
speech	1351.24	1352.1200000000001
noEnergy	1352.1200000000001	1352.52
music	1352.52	1360.6200000000001
noEnergy	1360.6200000000001	1361.34
speech	1361.34	1362.16
noEnergy	1362.16	1365.02
music	1365.02	1378.1200000000001
speech	1378.1200000000001	1379.22
noEnergy	1379.22	1379.64
speech	1379.64	1386.6000000000001
noEnergy	1386.6000000000001	1388.18
speech	1388.18	1389.32
music	1389.32	1399.78
speech	1399.78	1405.48
noEnergy	1405.48	1406.38
music	1406.38	1411.3600000000001
speech	1411.3600000000001	1415.56
music	1415.56	1416.9
speech	1416.9	1417.82
noEnergy	1417.82	1418.7
music	1418.7	1422.24
speech	1422.24	1425.96
noEnergy	1425.96	1426.3600000000001
music	1426.3600000000001	1429.54
noEnergy	1429.54	1429.92
music	1429.92	1438.58
speech	1438.58	1444.0
music	1444.0	1458.04
noise	1458.04	1459.7
noEnergy	1459.7	1460.58
speech	1460.58	1462.46
noEnergy	1462.46	1463.74
speech	1463.74	1470.74
noEnergy	1470.74	1472.72
music	1472.72	1473.38
noEnergy	1473.38	1473.92
music	1473.92	1480.58
noEnergy	1480.58	1481.66
music	1481.66	1496.06
speech	1496.06	1498.72
music	1498.72	1505.72
speech	1505.72	1507.42
noEnergy	1507.42	1508.3
speech	1508.3	1511.92
noEnergy	1511.92	1513.26
music	1513.26	1529.1000000000001
noEnergy	1529.1000000000001	1532.1200000000001
speech	1532.1200000000001	1545.0
